,cid,pid,sex,gebjahr,immiyear,germborn,corigin,gebmonat,gebmoval,loc1989,migback,fsedu,msedu,freli,mreli,locchildh,bioyear,fnat,mnat,fprofstat,mprofstat,morigin,forigin,agefjob,ageinfo,nojob,stillfj,occfjob,fulltime,fjblue,fjselfe,fjwhite,fjcivs,scopelj,civilslj,nacelj,occljob,ljblue,ljselfe,ljsefsiz,ljwhite,ljcivs,inteduc1,inteduc3,inteduc2,inteduc4,bioage
18269,18953,860303,2,1974,-2,1,1,12,5,2,3,4,5,2,2,4,2007,1,2,424,-1,15,1,27.0,1.0,-2.0,2.0,3.0,0.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,33
18284,35530,862703,1,1974,-2,1,1,5,5,2,3,6,6,1,1,3,2004,2,2,210,210,-2,-2,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,30
18296,35165,863903,2,1995,-2,1,1,10,7,-2,3,1,3,1,6,2,2012,1,1,230,530,61,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18297,35165,863904,1,2000,-2,1,1,7,3,-2,3,0,3,1,6,2,2017,1,1,230,521,61,1,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18313,58947,870103,2,1997,-2,1,1,3,7,-2,3,1,2,4,4,3,2014,2,1,220,530,2,2,18.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18314,58947,870104,1,1999,-2,1,1,1,7,-2,3,1,2,4,4,2,2016,2,1,210,530,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18319,57304,870603,2,1990,-2,1,1,12,7,-2,3,2,1,6,4,2,2007,2,2,10,12,2,1,28.0,18.0,1.0,-2.0,4.0,-2.0,40.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18321,48216,870803,1,1992,-2,1,1,5,7,-2,3,5,1,1,1,2,2009,2,2,220,220,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18322,48216,870804,1,1996,-2,1,1,8,7,-2,3,5,1,1,1,2,2013,2,2,220,210,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18327,52868,871902,1,1972,-2,1,1,5,4,2,3,-2,-2,-2,-2,1,1991,-8,-8,-1,-5,-2,-2,16.0,4.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,19
18328,52868,871904,2,1990,-2,1,1,7,7,-2,3,6,1,6,3,1,2007,2,1,10,210,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18331,57100,872103,1,1991,-2,1,1,9,7,-2,3,5,1,4,4,2,2008,2,1,521,10,2,2,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18332,57100,872104,2,1994,-2,1,1,9,7,-2,3,5,1,4,4,1,2011,2,1,521,432,2,2,21.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18337,49280,873103,1,1991,-2,1,1,7,7,-2,3,1,1,1,1,1,2008,2,1,431,10,22,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18338,48941,873204,2,1991,-2,1,1,5,7,-2,3,3,1,1,1,2,2008,2,2,540,12,5,5,20.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18339,48941,873205,1,2001,-2,1,1,2,7,-2,3,3,1,1,1,2,2018,2,2,540,530,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18340,46485,873302,1,1966,-2,1,1,-5,-5,-1,3,-2,-2,-2,-2,2,1995,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,29
18349,50954,875103,2,1974,-2,1,1,-1,-1,2,3,-2,-2,-2,-2,2,1995,-8,-8,-1,-5,-2,-2,19.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
18350,58238,875203,2,1987,-2,1,1,11,3,3,3,1,5,5,5,1,2004,2,2,220,10,2,2,21.0,16.0,1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18351,58238,875204,2,1988,-2,1,1,10,3,3,3,1,5,5,5,1,2005,2,2,220,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18352,58238,875205,2,1990,-2,1,1,5,7,-2,3,1,5,4,4,2,2007,2,2,220,10,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18388,5371,883305,1,1975,-2,1,1,-5,-5,2,3,1,1,-2,-2,-1,1993,1,1,230,10,-2,1,-1.0,9.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,18
18402,14885,884702,2,1975,-2,1,1,8,4,2,3,2,2,-2,-2,1,1993,-8,-8,220,-5,-2,-2,22.0,3.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,18
18414,18368,885802,1,1969,-2,1,1,7,5,2,3,0,2,-1,1,3,2004,1,2,-1,10,-2,-2,18.0,1.0,-2.0,2.0,1.0,1.0,11.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,35
18424,26255,887302,2,1967,-2,1,1,9,4,2,3,-5,-5,-2,-2,2,1992,-8,-8,-1,-5,-2,-2,19.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,25
18437,33804,888602,1,1980,-2,1,1,1,4,2,3,1,6,1,1,2,1997,1,2,530,220,119,119,19.0,3.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,17
18440,33804,888702,1,1991,-2,1,1,7,7,-2,3,1,1,1,1,3,2008,-2,1,434,530,1,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18446,40584,889702,1,1969,-2,1,1,6,4,2,3,-2,-2,-2,-2,2,1992,-8,-8,-1,-5,-2,-2,20.0,1.0,-2.0,-2.0,1.0,0.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
18447,40584,889703,1,1991,-2,1,1,10,5,-2,3,1,1,1,1,2,2009,2,1,230,12,1,1,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
18448,40584,889704,2,1994,-2,1,1,12,7,-2,3,1,1,1,1,2,2011,2,1,230,521,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18468,42706,892803,2,1965,-2,1,1,4,5,2,3,2,5,2,2,4,2004,1,2,540,10,-2,-2,24.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,39
18498,56596,900203,2,1992,-2,1,1,3,7,-2,3,1,4,4,4,2,2009,1,1,13,530,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18501,46760,900603,2,1987,-2,1,1,4,3,2,3,1,-1,5,3,3,2004,2,1,210,250,1,4,19.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18502,46760,900604,2,1987,-2,1,1,4,4,2,3,1,-1,5,3,3,2004,2,1,210,250,1,4,18.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18503,46760,900605,2,1990,-2,1,1,5,7,-2,3,1,-1,3,1,2,2007,2,1,220,250,1,4,17.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18513,58106,901603,2,1991,-2,1,1,6,7,-2,3,1,5,6,6,2,2008,2,2,220,10,2,117,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18514,58106,901604,1,1994,-2,1,1,3,5,-2,3,1,5,6,6,3,2012,2,2,220,10,2,117,16.0,1.0,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
18515,59250,902202,1,1991,-2,1,1,9,5,-2,3,6,6,6,6,1,2009,2,2,10,210,2,2,17.0,1.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
18516,59250,902204,1,1997,-2,1,1,7,7,-2,3,-1,6,-1,6,1,2014,-2,2,-1,521,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18517,59269,902302,2,1970,-2,1,1,-5,-5,-1,3,-2,-2,-2,-2,1,1992,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
18535,48992,905203,1,1994,-2,1,1,9,7,-2,3,1,1,1,1,4,2011,2,2,510,230,5,5,21.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18536,48992,905204,2,1997,-2,1,1,4,7,-2,3,1,1,1,1,4,2014,1,1,510,230,5,5,19.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18542,58793,905603,1,1994,-2,1,1,10,7,-2,3,5,2,4,4,1,2011,2,1,530,530,1,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18669,3735,922103,1,2000,-2,1,1,10,5,-2,3,2,1,2,6,1,2018,1,1,220,521,1,14,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,18
18678,32867,923702,1,1995,-2,1,1,8,7,-2,3,1,1,4,2,2,2012,1,1,522,521,1,2,22.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18679,32867,923703,1,1999,-2,1,1,7,7,-2,3,1,1,4,2,2,2016,1,1,230,521,1,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18723,48429,930902,2,1970,-2,1,1,-1,-1,-1,3,-2,-2,-2,-2,3,1993,-8,-8,-1,-5,-2,-2,20.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
18725,51225,931003,1,1992,-2,1,1,9,7,-2,3,1,1,4,4,2,2009,2,1,230,12,120,120,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18728,58394,931204,2,1993,-2,1,1,4,7,-2,3,1,1,4,6,3,2010,1,1,220,521,1,2,22.0,16.0,1.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18729,58394,931206,2,1999,-2,1,1,8,7,-2,3,1,1,4,6,3,2016,1,1,220,522,1,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18739,56944,932803,1,1994,-2,1,1,12,7,-2,3,5,1,4,4,3,2011,2,2,521,522,2,2,,,,,,,,,,,,,,,,,,,,,,,,17
18740,56944,932804,1,1996,-2,1,1,10,7,-2,3,5,1,4,4,1,2013,2,2,530,530,2,2,,,,,,,,,,,,,,,,,,,,,,,,17
18743,54780,933102,1,1970,-2,1,1,-5,-5,-1,3,-2,-2,-2,-2,1,1993,-8,-8,-1,-5,-2,-2,17.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
18744,48992,933202,2,1971,-2,1,1,6,4,2,3,-2,-2,-2,-2,1,1993,-8,-8,-1,-5,-2,-2,17.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
18745,48992,933203,2,1992,-2,1,1,4,7,-2,3,1,1,1,2,4,2009,2,2,521,220,1,5,19.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18746,48992,933204,1,1995,-2,1,1,11,7,-2,3,0,1,1,2,3,2012,2,2,522,521,1,1,17.0,13.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18750,59579,933703,1,1994,-2,1,1,6,7,-2,3,5,1,4,6,3,2011,2,2,434,210,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18752,57630,933903,1,1995,-2,1,1,7,3,-2,3,1,-1,6,-1,3,2012,1,-2,220,-1,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18753,57630,933904,2,1999,-2,1,1,7,3,-2,3,1,-1,6,-1,2,2016,1,-2,220,-1,2,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18755,57614,934003,2,1993,-2,1,1,1,7,-2,3,5,1,4,4,2,2010,2,2,220,12,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18756,57614,934004,2,1994,-2,1,1,6,7,-2,3,5,1,4,4,3,2011,2,2,210,12,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18758,51845,934403,2,1999,-2,1,1,6,7,-2,3,2,2,6,1,1,2016,1,1,530,540,1,165,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18764,58491,934807,1,1993,-2,1,1,9,7,-2,3,5,1,4,4,3,2010,1,1,431,210,2,2,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18766,58491,934809,2,1976,-2,1,1,-5,-5,-1,3,0,0,5,5,1,1996,-8,-8,220,-5,-2,-2,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20
18769,46485,935103,1,1992,-2,1,1,10,7,-2,3,5,1,3,3,3,2009,2,2,230,220,1,4,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18772,53660,935803,1,1993,-2,1,1,10,5,-2,3,1,1,1,1,4,2013,2,2,230,522,1,119,18.0,1.0,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,20
18773,53660,935804,1,1996,-2,1,1,7,7,-2,3,1,1,1,1,3,2013,2,2,230,522,1,119,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18774,46337,937102,1,1972,-2,1,1,7,4,2,3,-2,-2,-2,-2,3,1993,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,21
18782,21814,940602,2,1972,-2,1,1,-5,-5,-1,3,1,1,-2,-2,3,1995,-8,-8,230,-5,-2,-2,22.0,1.0,-2.0,-2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,23
18818,43940,944003,2,1998,-2,1,1,9,7,-2,3,2,2,1,1,3,2015,1,1,530,530,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18819,43940,944004,1,1966,-2,1,1,1,5,2,3,0,1,1,1,3,2003,1,1,220,220,-2,-2,19.0,1.0,-2.0,2.0,3.0,1.0,-2.0,-2.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,37
18862,35360,949603,2,1995,-2,1,1,7,7,-2,3,4,2,4,1,3,2012,1,1,230,431,1,140,21.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18866,1660,950104,2,1995,-2,1,1,9,7,-2,3,4,2,3,6,1,2012,1,1,530,432,1,1,18.0,17.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18867,1660,950105,1,1998,-2,1,1,4,7,-2,3,4,2,5,6,1,2015,1,1,530,432,1,1,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18868,1660,950106,1,1960,-2,1,1,2,5,2,3,1,6,1,1,1,2015,2,2,230,240,1,1,18.0,1.0,-2.0,-1.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,55
18924,52523,961003,1,1996,-2,1,1,8,5,-2,3,1,1,3,3,1,2014,2,2,432,521,1,165,-2.0,9.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6.0,-2.0,-2.0,-2.0,18
18927,55972,961602,2,1968,-2,1,1,11,4,2,3,-2,-2,-2,-2,3,1994,-8,-8,-1,-5,-2,-2,16.0,1.0,-2.0,-2.0,1.0,1.0,20.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,26
18929,56480,961702,1,1972,-2,1,1,-5,-5,2,3,-2,-2,-2,-2,1,1994,-8,-8,-1,-5,-2,-2,18.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22
18937,57282,962802,2,1974,-2,1,1,10,4,2,3,-2,-2,-2,-2,2,1994,-8,-8,-1,-5,-2,-2,19.0,1.0,-2.0,-2.0,1.0,1.0,12.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,20
18941,55298,963204,1,1992,-2,1,1,8,7,-2,3,1,-1,1,1,1,2009,2,1,230,530,1,6,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
18944,50105,963703,1,1998,-2,1,1,1,7,-2,3,1,1,1,1,2,2015,2,2,220,13,5,5,-2.0,16.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,17
